invoice_no,customer_id,gender,age,category,price,payment_method,invoice_date,shopping_mall,Clothing,Shoes,Books,Cosmetics,Food & Beverage,Toys,Souvenir,Technology
I148062,C223465,Female,57,Cosmetics,35,Cash,23/12/2021,Kanyon,0,0,0,1,1,0,0,0
I416352,C373731,Female,40,Food & Beverage,20,Credit Card,12/5/2022,Viaport Outlet,0,0,0,0,1,0,0,0
I163397,C224169,Male,46,Food & Beverage,20,Credit Card,19/05/2022,Kanyon,0,0,0,0,0,0,0,0
I235220,C276445,Male,21,Clothing,30,Credit Card,4/10/2021,Mall of Istanbul,1,0,0,0,0,0,0,0
I143441,C194327,Female,48,Toys,25,Debit Card,22/11/2021,Metrocity,0,0,0,0,0,1,0,0
I205540,C232136,Male,24,Clothing,30,Credit Card,2/6/2021,Metrocity,1,0,0,0,0,0,0,0
I236726,C186023,Male,69,Toys,25,Cash,12/10/2021,Viaport Outlet,0,0,0,0,1,1,0,0
I156867,C336395,Female,45,Food & Beverage,20,Credit Card,12/12/2021,Emaar Square Mall,0,0,0,0,0,0,0,0
I109824,C183611,Female,59,Clothing,30,Cash,20/09/2021,Mall of Istanbul,1,0,0,0,0,0,0,0
I179626,C425857,Male,43,Clothing,30,Credit Card,4/3/2022,Mall of Istanbul,1,0,0,0,0,0,0,0
I304932,C935162,Female,47,Clothing,30,Cash,21/12/2022,Istinye Park,1,0,0,0,0,0,0,0
I336420,C858254,Male,33,Cosmetics,35,Cash,24/04/2022,Metrocity,0,0,0,1,0,0,0,0
I697021,C284961,Male,69,Shoes,60,Cash,11/3/2022,Forum Istanbul,0,1,0,0,0,0,0,0
I656719,C216268,Male,57,Clothing,30,Cash,27/12/2022,Forum Istanbul,1,0,0,0,0,0,0,0
I642158,C257213,Female,46,Clothing,30,Credit Card,5/7/2021,Metrocity,1,0,0,0,0,0,0,0
I875030,C241204,Male,48,Books,15,Credit Card,20/10/2021,Mall of Istanbul,0,0,0,0,0,0,0,0
I136612,C182933,Male,30,Cosmetics,35,Debit Card,3/2/2022,Metrocity,0,0,0,1,0,0,0,0
I158638,C261165,Female,18,Clothing,30,Cash,22/10/2022,Mall of Istanbul,1,0,0,0,1,0,0,0
I201067,C876858,Male,49,Food & Beverage,20,Credit Card,12/10/2021,Kanyon,0,0,0,0,0,0,0,0
I189042,C215484,Female,43,Clothing,30,Debit Card,12/1/2022,Kanyon,1,0,0,0,0,0,0,0
I132312,C313275,Female,34,Souvenir,27,Cash,14/01/2023,Kanyon,0,0,1,0,0,0,1,0
I114009,C334382,Female,39,Books,15,Credit Card,17/03/2022,Mall of Istanbul,0,0,0,0,0,0,0,0
I169226,C123988,Male,20,Toys,25,Debit Card,30/10/2022,Kanyon,0,0,0,0,0,1,0,0
I328925,C271255,Male,68,Clothing,30,Credit Card,8/6/2022,Metropol AVM,1,0,0,0,0,0,0,0
I230744,C176802,Female,49,Shoes,60,Credit Card,4/7/2021,Emaar Square Mall,0,1,0,0,0,0,0,0
I279659,C327424,Male,58,Cosmetics,35,Cash,31/03/2022,Istinye Park,0,0,0,1,0,0,0,0
I230830,C235398,Female,26,Clothing,30,Cash,20/11/2022,Kanyon,1,0,1,0,0,0,0,0
I392560,C892096,Male,24,Cosmetics,35,Cash,22/02/2023,Metropol AVM,0,0,0,1,0,0,0,0
I165160,C321209,Male,61,Shoes,60,Cash,26/04/2022,Cevahir AVM,0,1,0,0,0,0,0,0
I251504,C166181,Male,42,Clothing,30,Credit Card,25/02/2022,Kanyon,1,0,0,0,0,0,0,0
I154160,C255639,Female,64,Cosmetics,35,Cash,24/11/2022,Metrocity,0,0,0,1,0,0,0,0
I383351,C207215,Male,30,Clothing,30,Credit Card,11/12/2021,Zorlu Center,1,0,0,0,0,0,0,0
I139455,C133833,Female,69,Toys,25,Cash,17/03/2021,Forum Istanbul,0,0,0,0,0,1,0,0
I166541,C176572,Female,38,Clothing,30,Credit Card,25/04/2021,Forum Istanbul,1,0,0,0,0,0,0,0
I241341,C172351,Male,30,Cosmetics,35,Credit Card,23/04/2021,Mall of Istanbul,0,0,0,1,0,0,0,0
I757754,C104728,Female,18,Clothing,30,Credit Card,16/06/2021,Metrocity,1,0,0,0,0,0,0,0
I970588,C232031,Female,58,Clothing,30,Cash,14/06/2021,Kanyon,1,0,0,0,0,0,0,0
I137571,C210848,Male,35,Toys,25,Cash,13/02/2021,Kanyon,0,0,0,0,1,1,0,0
I807995,C298103,Female,31,Food & Beverage,20,Cash,22/06/2022,Metropol AVM,0,0,0,0,0,0,0,0
I957100,C431872,Male,26,Clothing,30,Cash,25/09/2021,Kanyon,1,0,0,0,0,0,0,0
I169599,C485668,Male,22,Toys,25,Credit Card,28/09/2021,Metropol AVM,0,0,0,0,0,1,0,0
I470040,C144162,Male,28,Clothing,30,Credit Card,27/09/2022,Mall of Istanbul,1,0,0,0,0,0,0,0
I140941,C182320,Female,29,Shoes,60,Cash,16/06/2021,Mall of Istanbul,0,1,0,0,0,0,0,0
I102404,C142061,Male,38,Clothing,30,Credit Card,13/12/2021,Mall of Istanbul,1,0,0,0,0,0,0,0
I300350,C235773,Female,51,Souvenir,27,Debit Card,2/3/2021,Metropol AVM,0,0,0,0,1,0,1,0
I306769,C325524,Female,55,Food & Beverage,20,Debit Card,24/03/2022,Zorlu Center,0,0,0,0,1,0,0,0
I880901,C214831,Female,47,Food & Beverage,20,Cash,8/1/2021,Kanyon,0,0,0,0,0,0,0,0
I301174,C119219,Female,68,Shoes,60,Credit Card,15/01/2023,Metrocity,0,1,0,0,0,0,0,0
I146964,C761041,Female,57,Toys,25,Cash,23/08/2021,Kanyon,0,0,0,0,0,1,0,0
I868386,C269430,Male,30,Cosmetics,35,Cash,5/12/2021,Kanyon,0,0,0,1,1,0,0,0
I217437,C116921,Female,53,Food & Beverage,20,Credit Card,19/04/2022,Mall of Istanbul,0,0,0,0,0,0,0,0
I282799,C721239,Female,67,Toys,25,Cash,29/10/2022,Istinye Park,0,0,0,0,0,1,0,0
I132817,C507725,Female,27,Shoes,60,Credit Card,19/07/2021,Mall of Istanbul,0,1,0,0,0,0,0,0
I206949,C133603,Female,63,Clothing,30,Cash,19/07/2021,Mall of Istanbul,1,0,0,0,1,0,0,0
I928847,C855678,Female,35,Food & Beverage,20,Credit Card,23/10/2021,Istinye Park,0,0,0,0,0,0,0,0
I163935,C297669,Male,62,Clothing,30,Debit Card,7/1/2021,Kanyon,1,0,0,0,0,0,0,0
I327028,C324332,Female,20,Clothing,30,Cash,2/10/2021,Forum Istanbul,1,0,0,0,0,0,0,0
I240617,C239313,Male,34,Cosmetics,35,Credit Card,29/05/2021,Kanyon,0,0,0,1,0,0,0,0
I174053,C485136,Male,56,Toys,25,Credit Card,26/08/2021,Kanyon,0,0,0,0,0,1,0,0
I320437,C866676,Male,22,Clothing,30,Credit Card,19/02/2022,Metrocity,1,0,0,0,0,0,0,0
I129150,C336940,Female,61,Cosmetics,35,Cash,21/03/2021,Emaar Square Mall,0,0,0,1,0,0,0,0
I220277,C190660,Male,54,Books,15,Credit Card,30/07/2021,Metrocity,0,0,0,0,0,0,0,0
I332398,C986930,Female,63,Shoes,60,Credit Card,14/12/2022,Metrocity,0,1,0,0,0,0,0,0
I284561,C738384,Male,25,Clothing,30,Cash,13/02/2022,Istinye Park,1,0,0,0,0,0,0,0
I659761,C144584,Female,47,Clothing,30,Credit Card,18/01/2021,Kanyon,1,0,0,0,0,0,0,0
I131914,C283898,Female,44,Shoes,60,Cash,25/08/2022,Kanyon,0,1,0,0,0,0,0,0
I310772,C237664,Female,54,Shoes,60,Cash,19/05/2021,Istinye Park,0,1,1,0,0,0,0,0
I227236,C273853,Female,62,Shoes,60,Debit Card,18/02/2023,Mall of Istanbul,0,1,0,0,1,0,0,0
I162777,C807680,Male,48,Food & Beverage,20,Cash,16/05/2022,Metrocity,0,0,0,0,0,0,0,0
I300240,C832533,Male,58,Clothing,30,Cash,11/10/2022,Mall of Istanbul,1,0,0,0,0,0,0,0
I240951,C201574,Male,31,Cosmetics,35,Cash,21/12/2022,Kanyon,0,0,0,1,0,0,0,0
I140289,C292453,Male,53,Cosmetics,35,Debit Card,6/12/2021,Mall of Istanbul,0,0,0,1,0,0,0,0
I227560,C121797,Male,55,Technology,50,Cash,25/07/2021,Mall of Istanbul,0,0,0,0,0,0,0,1
I168758,C111342,Male,46,Clothing,30,Cash,23/10/2021,Mall of Istanbul,1,0,0,0,0,0,0,0
I134212,C135306,Male,20,Clothing,30,Credit Card,11/9/2021,Metropol AVM,1,0,0,0,0,0,0,0
I221692,C295218,Female,58,Books,15,Credit Card,16/10/2021,Metropol AVM,0,0,0,0,0,0,0,0
I335631,C193441,Male,49,Books,15,Cash,10/12/2021,Mall of Istanbul,0,0,0,0,0,0,0,0
I171398,C526385,Male,63,Clothing,30,Cash,22/04/2021,Viaport Outlet,1,0,0,0,0,0,0,0
I333138,C172204,Male,42,Clothing,30,Credit Card,19/02/2022,Kanyon,1,0,0,0,1,0,0,0
I186856,C457598,Female,40,Food & Beverage,20,Credit Card,6/10/2021,Kanyon,0,0,0,0,0,0,0,0
I326733,C247589,Male,28,Technology,50,Credit Card,13/08/2022,Kanyon,0,0,1,0,0,0,0,1
I329009,C198161,Female,68,Cosmetics,35,Credit Card,20/02/2023,Mall of Istanbul,0,0,1,1,1,0,0,0
I274131,C118460,Female,23,Food & Beverage,20,Cash,1/3/2021,Emaar Square Mall,0,0,0,0,0,0,0,0
I402704,C121551,Male,28,Clothing,30,Credit Card,8/6/2021,Forum Istanbul,1,0,0,0,0,0,0,0
I158587,C119297,Male,40,Clothing,30,Credit Card,9/3/2022,Mall of Istanbul,1,0,0,0,0,0,0,0
I332029,C301181,Female,18,Shoes,60,Credit Card,3/4/2022,Metrocity,0,1,0,0,0,0,0,0
I166536,C106583,Female,56,Toys,25,Credit Card,11/2/2022,Mall of Istanbul,0,0,0,0,0,1,0,0
I178847,C803010,Male,38,Toys,25,Cash,22/11/2022,Istinye Park,0,0,0,0,0,1,0,0
I290172,C195405,Female,22,Clothing,30,Credit Card,6/11/2021,Metropol AVM,1,0,0,0,0,0,0,0
I150992,C765432,Female,63,Shoes,60,Credit Card,16/05/2022,Viaport Outlet,0,1,0,0,0,0,0,0
I217749,C105743,Female,51,Shoes,60,Credit Card,3/10/2022,Mall of Istanbul,0,1,0,0,0,0,0,0
I221374,C261344,Female,45,Souvenir,27,Debit Card,22/02/2021,Kanyon,0,0,0,0,1,0,1,0
I259652,C304389,Female,27,Food & Beverage,20,Cash,2/11/2022,Metropol AVM,0,0,0,0,0,0,0,0
I155958,C184300,Male,51,Clothing,30,Credit Card,15/02/2022,Metropol AVM,1,0,0,0,1,0,0,0
I322307,C119894,Female,23,Food & Beverage,20,Credit Card,4/7/2022,Kanyon,0,0,0,0,0,0,0,0
I157026,C329000,Female,29,Shoes,60,Credit Card,5/8/2021,Istinye Park,0,1,0,0,0,0,0,0
I425665,C309515,Female,48,Toys,25,Credit Card,18/05/2022,Zorlu Center,0,0,0,0,0,1,0,0
I263059,C123711,Male,19,Clothing,30,Credit Card,17/06/2022,Metrocity,1,0,0,0,1,0,0,0
I329561,C193264,Male,30,Food & Beverage,20,Credit Card,18/11/2022,Mall of Istanbul,0,0,0,0,0,0,0,0
I122358,C537541,Female,32,Clothing,30,Credit Card,14/08/2022,Istinye Park,1,0,0,0,0,0,0,0
I282887,C478916,Male,49,Clothing,30,Cash,4/4/2022,Mall of Istanbul,1,0,0,0,1,0,0,0
I133527,C131842,Female,31,Food & Beverage,20,Debit Card,12/1/2023,Mall of Istanbul,0,0,0,0,0,0,0,0
I310220,C316343,Female,39,Books,15,Cash,1/9/2021,Kanyon,0,0,0,0,0,0,0,0
I145411,C331387,Male,20,Toys,25,Debit Card,25/04/2021,Metrocity,0,0,0,0,0,1,0,0
I627211,C292307,Female,51,Clothing,30,Cash,14/10/2022,Kanyon,1,0,0,0,0,0,0,0
I161637,C224991,Male,52,Cosmetics,35,Cash,7/5/2022,Metrocity,0,0,0,1,0,0,0,0
I796389,C244694,Female,60,Clothing,30,Cash,11/9/2021,Kanyon,1,0,0,0,1,0,0,0
I123765,C925796,Female,21,Food & Beverage,20,Credit Card,11/2/2021,Kanyon,0,0,1,0,0,0,0,0
I287793,C327954,Female,28,Clothing,30,Credit Card,12/11/2021,Istinye Park,1,0,0,0,0,0,0,0
I819684,C323574,Female,58,Clothing,30,Cash,10/7/2021,Kanyon,1,0,0,0,0,0,0,0
I280717,C136014,Male,49,Cosmetics,35,Cash,18/01/2023,Metropol AVM,0,0,0,1,1,0,0,0
I310846,C240325,Female,41,Food & Beverage,20,Debit Card,10/1/2021,Metrocity,0,0,0,0,0,0,0,0
I160651,C213981,Female,36,Clothing,30,Credit Card,17/03/2021,Mall of Istanbul,1,0,0,0,0,0,0,0
I157192,C283350,Female,29,Cosmetics,35,Credit Card,24/01/2023,Mall of Istanbul,0,0,0,1,0,0,0,0
I330593,C682406,Female,41,Shoes,60,Cash,28/10/2022,Kanyon,0,1,0,0,0,0,0,0
I270089,C496393,Female,42,Shoes,60,Credit Card,11/10/2022,Istinye Park,0,1,0,0,0,0,0,0
I101731,C125296,Female,41,Books,15,Cash,23/01/2023,Mall of Istanbul,0,0,0,0,0,0,0,0
I179183,C115059,Female,21,Souvenir,27,Debit Card,9/9/2022,Mall of Istanbul,0,0,0,0,0,0,1,0
I267365,C315888,Male,29,Books,15,Cash,9/5/2022,Istinye Park,0,0,0,0,0,0,0,0
I135796,C170508,Female,21,Cosmetics,35,Cash,3/3/2023,Kanyon,0,0,0,1,0,0,0,0
I293694,C336846,Female,38,Clothing,30,Credit Card,12/4/2021,Emaar Square Mall,1,0,0,0,0,0,0,0
I195497,C387559,Male,44,Clothing,30,Debit Card,9/8/2022,Viaport Outlet,1,0,1,0,0,0,0,0
I142782,C276122,Female,40,Technology,50,Credit Card,21/01/2022,Mall of Istanbul,0,0,0,0,0,0,0,1
I202675,C301894,Male,26,Souvenir,27,Cash,21/02/2022,Viaport Outlet,0,0,1,0,1,0,1,0
I228195,C476451,Female,23,Food & Beverage,20,Cash,14/01/2022,Kanyon,0,0,0,0,0,0,0,0
I716275,C894269,Female,69,Shoes,60,Debit Card,19/01/2023,Metropol AVM,0,1,0,0,0,0,0,0
I237015,C294999,Female,39,Shoes,60,Credit Card,17/03/2022,Mall of Istanbul,0,1,0,0,0,0,0,0
I229152,C220098,Male,61,Toys,25,Debit Card,25/03/2021,Metropol AVM,0,0,0,0,0,1,0,0
I240580,C625736,Female,18,Books,15,Credit Card,2/1/2023,Kanyon,0,0,0,0,0,0,0,0
I206307,C251281,Male,40,Clothing,30,Debit Card,3/5/2021,Kanyon,1,0,0,0,0,0,0,0
I170434,C275432,Female,38,Cosmetics,35,Credit Card,4/5/2021,Metropol AVM,0,0,0,1,0,0,0,0
I284203,C123578,Male,28,Clothing,30,Debit Card,13/06/2021,Metropol AVM,1,0,0,0,1,0,0,0
I339346,C144276,Female,66,Food & Beverage,20,Credit Card,13/01/2023,Mall of Istanbul,0,0,0,0,0,0,0,0
I213042,C238668,Female,43,Cosmetics,35,Credit Card,21/03/2021,Kanyon,0,0,1,1,0,0,0,0
I266160,C118349,Male,22,Clothing,30,Credit Card,21/05/2021,Metrocity,1,0,0,0,1,0,0,0
I284344,C125800,Female,41,Food & Beverage,20,Debit Card,5/1/2023,Mall of Istanbul,0,0,0,0,0,0,0,0
I264953,C133559,Male,37,Clothing,30,Credit Card,15/03/2022,Metrocity,1,0,0,0,0,0,0,0
I281381,C100322,Female,24,Technology,50,Cash,3/7/2022,Viaport Outlet,0,0,0,0,1,0,0,1
I195995,C408592,Female,66,Food & Beverage,20,Cash,5/12/2021,Kanyon,0,0,0,0,0,0,0,0
I912553,C758661,Female,39,Toys,25,Debit Card,10/7/2021,Cevahir AVM,0,0,0,0,0,1,0,0
I186312,C287850,Female,26,Clothing,30,Debit Card,15/09/2022,Forum Istanbul,1,0,0,0,0,0,0,0
I297292,C330941,Male,66,Clothing,30,Cash,15/04/2022,Metropol AVM,1,0,0,0,0,0,0,0
I128885,C122866,Female,22,Cosmetics,35,Credit Card,1/6/2022,Mall of Istanbul,0,0,0,1,0,0,0,0
I961322,C140372,Female,60,Souvenir,27,Credit Card,29/07/2022,Metrocity,0,0,0,0,0,0,1,0
I277232,C231470,Female,28,Clothing,30,Debit Card,8/3/2022,Mall of Istanbul,1,0,0,0,0,0,0,0
I247218,C741297,Male,36,Books,15,Cash,13/01/2022,Mall of Istanbul,0,0,0,0,0,0,0,0
I308674,C286611,Female,51,Clothing,30,Credit Card,4/4/2022,Metropol AVM,1,0,0,0,0,0,0,0
I538788,C155240,Female,29,Toys,25,Credit Card,7/8/2021,Mall of Istanbul,0,0,0,0,0,1,0,0
I682922,C283849,Female,58,Clothing,30,Cash,16/05/2022,Mall of Istanbul,1,0,0,0,0,0,0,0
I123864,C121156,Male,68,Shoes,60,Cash,10/8/2022,Metrocity,0,1,0,0,0,0,0,0
I474019,C299779,Female,58,Cosmetics,35,Debit Card,15/05/2021,Kanyon,0,0,1,1,0,0,0,0
I857171,C115898,Male,26,Shoes,60,Cash,12/2/2023,Emaar Square Mall,0,1,0,0,0,0,0,0
I317330,C142672,Female,49,Shoes,60,Credit Card,5/9/2022,Mall of Istanbul,0,1,0,0,0,0,0,0
I476430,C234140,Female,41,Clothing,30,Credit Card,17/04/2021,Forum Istanbul,1,0,0,0,0,0,0,0
I712121,C373154,Female,49,Toys,25,Credit Card,11/9/2021,Emaar Square Mall,0,0,0,0,0,1,0,0
I253258,C954128,Female,28,Clothing,30,Credit Card,18/05/2022,Kanyon,1,0,0,0,0,0,0,0
I103248,C202349,Female,21,Toys,25,Cash,12/3/2022,Kanyon,0,0,0,0,0,1,0,0
I201709,C210240,Female,69,Souvenir,27,Credit Card,2/3/2023,Mall of Istanbul,0,0,0,0,0,0,1,0
I140531,C216013,Male,22,Shoes,60,Credit Card,5/3/2021,Metrocity,0,1,0,0,0,0,0,0
I598832,C222244,Male,26,Books,15,Cash,18/04/2022,Metrocity,0,0,0,0,1,0,0,0
I233406,C202286,Female,43,Food & Beverage,20,Cash,26/09/2022,Emaar Square Mall,0,0,0,0,1,0,0,0
I274719,C291962,Female,47,Food & Beverage,20,Debit Card,30/10/2021,Forum Istanbul,0,0,0,0,0,0,0,0
I868553,C105764,Male,67,Souvenir,27,Cash,16/02/2023,Emaar Square Mall,0,0,0,0,0,0,1,0
I310692,C878345,Female,48,Clothing,30,Credit Card,15/07/2022,Kanyon,1,0,0,0,0,0,0,0
I254673,C143430,Female,42,Cosmetics,35,Debit Card,18/02/2023,Kanyon,0,0,1,1,0,0,0,0
I153941,C338552,Female,21,Clothing,30,Credit Card,25/07/2021,Mall of Istanbul,1,0,0,0,0,0,0,0
I255301,C306089,Female,43,Clothing,30,Cash,21/02/2023,Metropol AVM,1,0,0,0,0,0,0,0
I276989,C253346,Female,39,Technology,50,Debit Card,5/3/2021,Metropol AVM,0,0,0,0,0,0,0,1
I172473,C279849,Female,64,Clothing,30,Cash,30/07/2022,Metrocity,1,0,0,0,0,0,0,0
I215573,C197901,Female,53,Clothing,30,Cash,3/9/2021,Cevahir AVM,1,0,0,0,0,0,0,0
I224625,C160452,Female,34,Clothing,30,Credit Card,29/04/2021,Emaar Square Mall,1,0,0,0,0,0,0,0
I113812,C463587,Male,68,Shoes,60,Cash,29/08/2021,Metrocity,0,1,0,0,0,0,0,0
I325023,C290609,Female,61,Clothing,30,Credit Card,27/02/2022,Zorlu Center,1,0,0,0,0,0,0,0
I407437,C288544,Male,64,Cosmetics,35,Credit Card,6/9/2022,Viaport Outlet,0,0,0,1,0,0,0,0
I935028,C275199,Female,46,Technology,50,Credit Card,15/05/2021,Mall of Istanbul,0,0,0,0,0,0,0,1
I121064,C576013,Female,55,Souvenir,27,Credit Card,29/08/2021,Mall of Istanbul,0,0,0,0,0,0,1,0
I796512,C177280,Female,33,Books,15,Cash,7/3/2022,Istinye Park,0,0,0,0,0,0,0,0
I322576,C119068,Female,40,Clothing,30,Credit Card,10/7/2022,Mall of Istanbul,1,0,0,0,0,0,0,0
I198420,C157534,Male,22,Shoes,60,Cash,20/09/2022,Kanyon,0,1,0,0,0,0,0,0
I117778,C455212,Male,21,Clothing,30,Cash,16/08/2021,Mall of Istanbul,1,0,0,0,0,0,0,0
I258926,C128834,Male,57,Clothing,30,Credit Card,4/8/2021,Mall of Istanbul,1,0,0,0,1,0,0,0
I121659,C339085,Female,29,Food & Beverage,20,Cash,4/6/2021,Forum Istanbul,0,0,1,0,0,0,0,0
I125147,C295069,Male,68,Cosmetics,35,Cash,30/01/2022,Kanyon,0,0,0,1,1,0,0,0
I123522,C257163,Male,20,Food & Beverage,20,Cash,14/08/2022,Istinye Park,0,0,0,0,0,0,0,0
I239542,C718508,Female,64,Clothing,30,Cash,21/01/2022,Forum Istanbul,1,0,0,0,0,0,0,0
I857861,C272918,Male,18,Technology,50,Cash,30/04/2022,Mall of Istanbul,0,0,0,0,0,0,0,1
I249497,C276263,Female,47,Cosmetics,35,Credit Card,1/7/2021,Istinye Park,0,0,0,1,0,0,0,0
I454682,C968730,Female,27,Clothing,30,Cash,30/09/2021,Cevahir AVM,1,0,0,0,0,0,0,0
I934104,C315154,Female,34,Cosmetics,35,Cash,8/2/2022,Mall of Istanbul,0,0,0,1,0,0,0,0
I144157,C146738,Male,39,Toys,25,Cash,22/09/2022,Metrocity,0,0,0,0,0,1,0,0
I170362,C103888,Male,69,Clothing,30,Cash,3/10/2022,Mall of Istanbul,1,0,0,0,0,0,0,0
I805520,C488994,Female,48,Cosmetics,35,Credit Card,23/02/2022,Metrocity,0,0,0,1,0,0,0,0
I252825,C828471,Male,37,Clothing,30,Credit Card,20/03/2022,Metropol AVM,1,0,0,0,0,0,0,0
I338183,C222728,Male,18,Clothing,30,Cash,4/11/2021,Kanyon,1,0,0,0,0,0,0,0
I300808,C541498,Male,38,Clothing,30,Cash,20/12/2022,Kanyon,1,0,0,0,0,0,0,0
I225402,C198322,Female,40,Souvenir,27,Cash,10/6/2021,Mall of Istanbul,0,0,0,0,1,0,1,0
I255774,C248859,Male,18,Food & Beverage,20,Debit Card,20/12/2021,Metropol AVM,0,0,0,0,0,0,0,0
I196168,C657207,Female,19,Clothing,30,Credit Card,11/12/2022,Kanyon,1,0,0,0,0,0,0,0
I580474,C535999,Male,43,Technology,50,Debit Card,8/2/2021,Zorlu Center,0,0,0,0,1,0,0,1
I124650,C330949,Female,27,Food & Beverage,20,Cash,31/07/2022,Emaar Square Mall,0,0,0,0,0,0,0,0
I777931,C229071,Male,27,Clothing,30,Debit Card,5/4/2021,Kanyon,1,0,0,0,0,0,0,0
I208602,C524104,Female,25,Shoes,60,Cash,16/03/2022,Zorlu Center,0,1,0,0,0,0,0,0
I984781,C336350,Male,60,Clothing,30,Cash,25/11/2022,Zorlu Center,1,0,0,0,0,0,0,0
I789368,C199509,Male,22,Cosmetics,35,Cash,5/10/2021,Metropol AVM,0,0,0,1,0,0,0,0
I850954,C110091,Male,67,Clothing,30,Credit Card,13/03/2021,Emaar Square Mall,1,0,0,0,0,0,0,0
I313995,C213844,Female,33,Cosmetics,35,Cash,14/04/2021,Cevahir AVM,0,0,0,1,0,0,0,0
I233250,C303112,Female,55,Clothing,30,Cash,10/12/2021,Metrocity,1,0,0,0,0,0,0,0
I631562,C121637,Female,49,Clothing,30,Cash,16/08/2021,Viaport Outlet,1,0,0,0,0,0,0,0
I387354,C128876,Male,27,Shoes,60,Cash,7/4/2021,Kanyon,0,1,0,0,0,0,0,0
I910145,C315399,Female,23,Clothing,30,Debit Card,29/01/2022,Kanyon,1,0,0,0,0,0,0,0
I707819,C261237,Female,60,Clothing,30,Debit Card,12/3/2022,Istinye Park,1,0,0,0,0,0,0,0
I138046,C137153,Female,21,Technology,50,Credit Card,23/07/2022,Mall of Istanbul,0,0,0,0,0,0,0,1
I319681,C304748,Female,32,Clothing,30,Credit Card,28/06/2021,Mall of Istanbul,1,0,0,0,0,0,0,0
I158498,C403561,Female,42,Technology,50,Credit Card,15/08/2022,Zorlu Center,0,0,0,0,0,0,0,1
I299444,C303302,Female,30,Clothing,30,Cash,23/11/2021,Zorlu Center,1,0,0,0,0,0,0,0
I229895,C156273,Male,36,Toys,25,Cash,16/04/2021,Kanyon,0,0,0,0,0,1,0,0
I117926,C204724,Female,26,Clothing,30,Debit Card,18/06/2021,Cevahir AVM,1,0,0,0,0,0,0,0
I256969,C166800,Female,31,Toys,25,Cash,18/08/2022,Kanyon,0,0,0,0,0,1,0,0
I189131,C135204,Female,25,Clothing,30,Cash,28/09/2022,Mall of Istanbul,1,0,0,0,0,0,0,0
I204897,C997987,Female,59,Clothing,30,Cash,10/1/2022,Emaar Square Mall,1,0,0,0,1,0,0,0
I203178,C268054,Female,61,Food & Beverage,20,Debit Card,1/8/2022,Metrocity,0,0,0,0,0,0,0,0
I262105,C215196,Male,42,Technology,50,Cash,5/6/2021,Emaar Square Mall,0,0,0,0,0,0,0,1
I358791,C899218,Female,64,Books,15,Credit Card,22/09/2021,Mall of Istanbul,0,0,0,0,0,0,0,0
I334883,C730185,Female,29,Clothing,30,Cash,27/03/2021,Emaar Square Mall,1,0,0,0,0,0,0,0
I844405,C886153,Female,32,Clothing,30,Credit Card,6/2/2023,Metropol AVM,1,0,0,0,0,0,0,0
I284474,C126883,Male,60,Shoes,60,Credit Card,12/10/2021,Metrocity,0,1,0,0,1,0,0,0
I316383,C582855,Male,53,Food & Beverage,20,Cash,30/08/2021,Metrocity,0,0,0,0,1,0,0,0
I230848,C323917,Male,31,Food & Beverage,20,Cash,5/1/2022,Metropol AVM,0,0,1,0,0,0,0,0
I384873,C436520,Male,28,Clothing,30,Debit Card,3/1/2022,Kanyon,1,0,0,0,0,0,0,0
I223875,C493406,Female,34,Shoes,60,Cash,30/06/2021,Emaar Square Mall,0,1,0,0,0,0,0,0
I304830,C240135,Female,34,Clothing,30,Cash,8/3/2023,Kanyon,1,0,0,0,0,0,0,0
I247936,C581116,Male,47,Books,15,Cash,10/8/2022,Mall of Istanbul,0,0,0,0,0,0,0,0
I250414,C184459,Female,47,Clothing,30,Credit Card,14/07/2021,Metrocity,1,0,0,0,0,0,0,0
I276696,C229051,Male,49,Cosmetics,35,Cash,14/10/2021,Istinye Park,0,0,0,1,0,0,0,0
I121828,C245572,Male,54,Toys,25,Credit Card,6/5/2021,Kanyon,0,0,0,0,0,1,0,0
I844366,C259676,Female,68,Clothing,30,Cash,2/6/2022,Kanyon,1,0,0,0,0,0,0,0
I447293,C287764,Female,21,Technology,50,Cash,2/5/2022,Kanyon,0,0,1,0,0,0,0,1
I238246,C159315,Female,32,Clothing,30,Cash,28/03/2021,Mall of Istanbul,1,0,0,0,1,0,0,0
I170003,C747837,Female,56,Food & Beverage,20,Cash,6/7/2022,Viaport Outlet,0,0,0,0,0,0,0,0
I328770,C214029,Female,47,Clothing,30,Cash,7/8/2022,Zorlu Center,1,0,0,0,0,0,0,0
I229383,C179057,Male,45,Clothing,30,Credit Card,27/07/2022,Mall of Istanbul,1,0,0,0,0,0,0,0
I254075,C211416,Male,58,Clothing,30,Credit Card,10/10/2021,Mall of Istanbul,1,0,0,0,0,0,0,0
I128667,C187422,Female,69,Clothing,30,Cash,8/1/2023,Metropol AVM,1,0,0,0,0,0,0,0
I284445,C191032,Female,51,Clothing,30,Debit Card,20/11/2022,Emaar Square Mall,1,0,0,0,0,0,0,0
I713230,C114902,Female,35,Clothing,30,Credit Card,14/10/2021,Metrocity,1,0,0,0,1,0,0,0
I228583,C225306,Male,61,Food & Beverage,20,Cash,30/01/2022,Istinye Park,0,0,0,0,0,0,0,0
